,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
18890,33.0,0,0,22808.0,10,3,1600.0,2,9.88,0.07,5.0,589,0,1
18891,27.0,0,4,35219.0,6,0,2600.0,5,7.74,0.07,7.0,615,1,0
18892,30.0,1,3,35275.0,5,0,4000.0,1,7.74,0.11,7.0,490,1,0
18893,27.0,0,0,35186.0,7,0,2400.0,4,6.39,0.07,8.0,695,1,0
18894,29.0,1,0,22461.0,6,3,1700.0,3,11.12,0.08,10.0,682,0,0
18895,29.0,0,1,40844.0,4,3,1700.0,4,15.23,0.04,9.0,556,1,0
18896,32.0,1,1,35352.0,12,2,4650.0,1,13.22,0.13,5.0,647,1,0
18897,28.0,0,0,49082.0,6,3,1700.0,3,11.01,0.03,9.0,676,0,0
18898,28.0,1,1,64410.0,8,3,1700.0,0,8.49,0.03,8.0,703,0,0
18899,31.0,1,3,16433.0,9,3,1750.0,3,6.76,0.11,10.0,642,0,0
18900,30.0,0,4,15343.0,7,3,1800.0,3,14.35,0.12,5.0,648,1,0
18901,30.0,0,1,35624.0,6,0,6250.0,4,11.01,0.18,9.0,696,1,0
18902,28.0,0,3,18705.0,5,3,1800.0,3,11.49,0.1,7.0,623,1,0
18903,33.0,0,1,19014.0,8,3,1800.0,5,17.54,0.09,9.0,622,1,0
18904,28.0,0,3,35647.0,2,0,2000.0,2,10.59,0.06,7.0,570,1,0
18905,32.0,0,3,26667.0,10,3,1800.0,5,12.99,0.07,8.0,649,1,0
18906,31.0,0,1,29281.0,9,3,1800.0,3,13.06,0.06,7.0,564,1,0
18907,31.0,0,1,29409.0,11,3,1800.0,3,8.59,0.06,6.0,640,1,0
18908,27.0,1,1,31506.0,5,3,1800.0,5,6.76,0.06,10.0,585,1,0
18909,32.0,1,1,35507.0,10,0,7500.0,5,13.43,0.21,7.0,652,1,0
18910,32.0,1,0,56042.0,11,3,1800.0,3,11.58,0.03,9.0,657,1,0
18911,30.0,1,1,59874.0,4,3,1800.0,3,11.71,0.03,5.0,681,1,0
18912,28.0,1,0,65468.0,3,3,1800.0,2,11.01,0.03,7.0,600,0,0
18913,27.0,1,1,72970.0,4,3,1800.0,0,11.46,0.02,8.0,573,0,0
18914,33.0,0,1,96555.0,8,3,1800.0,4,10.75,0.02,7.0,620,1,0
18915,27.0,1,0,141310.0,4,3,1800.0,4,12.42,0.01,10.0,710,0,0
18916,33.0,1,4,175018.0,9,3,1800.0,3,12.99,0.01,6.0,681,1,0
18917,35.0,0,4,613103.0,10,3,1800.0,4,13.48,0.0,6.0,571,0,0
18918,27.0,0,4,23534.0,1,3,1850.0,3,11.01,0.08,8.0,672,1,0
18919,30.0,0,4,51330.0,8,3,1850.0,5,11.99,0.04,5.0,700,1,0
18920,31.0,0,1,19375.0,9,3,1875.0,1,8.49,0.1,7.0,698,0,1
18921,30.0,1,1,38410.0,10,3,1900.0,3,5.79,0.05,10.0,663,0,0
18922,30.0,0,0,55146.0,11,3,1900.0,4,5.79,0.03,7.0,700,1,0
18923,32.0,0,1,72892.0,13,3,1925.0,3,12.29,0.03,9.0,667,0,0
18924,33.0,1,4,87479.0,10,3,1925.0,5,14.35,0.02,10.0,694,0,1
18925,31.0,0,4,13665.0,7,3,2000.0,5,14.72,0.15,5.0,551,0,1
18926,30.0,1,4,16425.0,5,3,2000.0,4,17.19,0.12,6.0,675,0,1
18927,31.0,1,1,35887.0,7,0,5000.0,4,15.99,0.14,7.0,650,1,0
18928,28.0,1,1,35766.0,3,2,6250.0,5,12.87,0.17,9.0,603,1,0
18929,31.0,0,3,35784.0,8,0,3500.0,1,12.53,0.1,5.0,648,1,0
18930,29.0,0,3,24064.0,8,3,2000.0,4,5.99,0.08,7.0,584,0,1
18931,31.0,1,0,35677.0,8,0,1500.0,4,12.29,0.04,6.0,686,1,0
18932,29.0,1,1,25140.0,7,3,2000.0,2,18.3,0.08,9.0,689,0,1
18933,29.0,0,2,25571.0,6,3,2000.0,3,13.49,0.08,8.0,709,0,0
18934,29.0,1,1,25418.0,10,3,2000.0,2,7.9,0.08,9.0,669,0,1
18935,27.0,0,0,25090.0,6,3,2000.0,4,12.53,0.08,6.0,586,1,0
18936,31.0,0,4,26076.0,9,3,2000.0,0,13.48,0.08,6.0,690,0,0
18937,30.0,1,1,35671.0,8,2,6250.0,2,11.01,0.18,8.0,614,1,0
18938,30.0,0,0,26576.0,9,3,2000.0,3,14.22,0.08,9.0,656,1,0
18939,28.0,0,1,36322.0,8,2,7000.0,5,6.99,0.19,5.0,632,1,0
18940,33.0,1,1,28317.0,8,3,2000.0,3,8.49,0.07,10.0,637,1,0
18941,27.0,0,3,36028.0,4,2,4000.0,5,11.01,0.11,7.0,640,1,0
18942,33.0,1,3,30070.0,8,3,2000.0,1,14.35,0.07,7.0,625,1,0
18943,27.0,1,2,35846.0,4,0,8000.0,5,7.51,0.22,7.0,636,1,0
18944,31.0,1,1,30177.0,10,3,2000.0,1,13.61,0.07,5.0,543,1,0
18945,27.0,1,4,30992.0,4,3,2000.0,5,13.11,0.06,6.0,672,1,0
18946,32.0,0,1,31043.0,7,3,2000.0,2,13.16,0.06,8.0,596,0,1
18947,32.0,1,1,36500.0,10,0,7000.0,0,10.0,0.19,9.0,660,0,1
18948,35.0,1,1,36611.0,10,0,6000.0,4,13.23,0.16,10.0,659,1,0
18949,27.0,1,0,32959.0,0,3,2000.0,3,6.54,0.06,10.0,619,1,0
18950,27.0,1,0,32373.0,4,3,2000.0,3,13.61,0.06,10.0,647,0,0
18951,29.0,0,1,33774.0,10,3,2000.0,3,7.88,0.06,6.0,645,0,0
18952,31.0,0,3,36642.0,8,0,10000.0,3,9.63,0.27,10.0,648,1,0
18953,31.0,0,1,36503.0,7,0,13900.0,2,8.94,0.38,8.0,703,1,0
18954,30.0,0,0,35958.0,11,3,2000.0,3,11.48,0.06,10.0,678,0,0
18955,28.0,0,1,36471.0,6,3,2000.0,1,5.42,0.05,5.0,586,1,0
18956,33.0,1,0,37401.0,11,3,2000.0,3,7.29,0.05,5.0,575,1,0
18957,30.0,0,1,112561.0,10,3,15000.0,5,11.99,0.13,5.0,639,1,0
18958,31.0,0,0,98283.0,8,3,15000.0,4,14.42,0.15,6.0,664,0,1
18959,32.0,1,0,36995.0,12,2,10000.0,1,9.91,0.27,8.0,641,1,0
18960,28.0,1,4,36885.0,5,0,15000.0,5,11.01,0.41,9.0,679,0,0
18961,29.0,1,0,85756.0,5,3,15000.0,3,13.47,0.17,10.0,583,0,1
18962,33.0,1,3,101799.0,13,3,15000.0,5,16.7,0.15,9.0,500,0,1
18963,33.0,0,0,36917.0,11,2,5000.0,3,7.51,0.14,9.0,668,1,0
18964,29.0,1,0,121050.0,7,3,15000.0,3,9.88,0.12,9.0,695,0,0
18965,27.0,1,3,120985.0,5,3,15000.0,5,11.58,0.12,10.0,635,1,0
18966,29.0,1,4,121063.0,6,3,15000.0,2,12.04,0.12,10.0,653,1,0
18967,28.0,1,4,123944.0,2,3,15000.0,0,11.46,0.12,7.0,694,1,0
18968,27.0,1,1,126291.0,4,3,15000.0,2,16.77,0.12,5.0,690,0,0
18969,31.0,0,0,127158.0,7,3,15000.0,2,10.59,0.12,8.0,664,1,0
18970,27.0,1,4,127768.0,4,3,15000.0,0,10.75,0.12,6.0,687,1,0
18971,29.0,1,1,128951.0,5,3,15000.0,0,11.01,0.12,6.0,570,1,0
18972,32.0,0,0,130699.0,10,3,15000.0,4,10.0,0.11,9.0,655,0,0
18973,30.0,1,3,36937.0,8,0,10000.0,1,9.91,0.27,10.0,656,0,0
18974,28.0,0,1,36958.0,7,0,6000.0,5,6.03,0.16,8.0,530,1,0
18975,31.0,0,0,37076.0,9,0,1200.0,1,11.01,0.03,8.0,649,1,0
18976,34.0,1,3,133107.0,9,3,15000.0,4,12.68,0.11,10.0,694,1,0
18977,35.0,1,1,133139.0,13,3,15000.0,3,11.11,0.11,8.0,632,1,0
18978,35.0,1,0,36703.0,11,0,6625.0,4,6.62,0.18,6.0,639,1,0
18979,33.0,1,0,132575.0,12,3,15000.0,1,14.42,0.11,9.0,656,0,0
18980,33.0,1,0,37132.0,9,0,4000.0,0,11.01,0.11,7.0,687,0,0
18981,32.0,0,0,122423.0,8,3,15000.0,1,17.58,0.12,8.0,672,0,1
18982,35.0,1,1,141606.0,12,3,15000.0,4,9.63,0.11,8.0,561,1,0
18983,29.0,1,3,145399.0,5,3,15000.0,1,6.91,0.1,7.0,669,1,0
18984,30.0,1,1,144808.0,5,3,15000.0,3,6.17,0.1,8.0,609,1,0
18985,29.0,0,4,144942.0,5,3,15000.0,0,9.63,0.1,6.0,668,0,0
18986,32.0,1,1,145254.0,10,3,15000.0,5,15.68,0.1,7.0,639,1,0
18987,31.0,1,3,37013.0,13,0,2000.0,4,7.9,0.05,10.0,494,1,0
18988,27.0,0,1,147503.0,3,3,15000.0,4,12.73,0.1,5.0,682,0,0
18989,28.0,0,1,36978.0,5,0,4750.0,3,7.9,0.13,7.0,590,0,0
18990,27.0,0,4,156680.0,4,3,15000.0,3,11.01,0.1,7.0,520,1,0
18991,27.0,1,4,159412.0,2,3,15000.0,2,11.12,0.09,5.0,626,1,0
18992,29.0,1,4,154676.0,6,3,15000.0,1,9.63,0.1,9.0,651,0,1
18993,28.0,1,3,169085.0,5,3,15000.0,0,11.26,0.09,5.0,605,1,0
18994,28.0,0,1,172810.0,6,3,15000.0,2,12.53,0.09,6.0,673,0,0
18995,35.0,1,0,36992.0,11,0,11000.0,3,10.65,0.3,10.0,625,1,0
18996,34.0,1,1,177133.0,13,3,15000.0,1,8.94,0.08,5.0,664,0,0
18997,29.0,0,3,180438.0,8,3,15000.0,4,16.32,0.08,9.0,628,1,0
18998,31.0,0,3,181065.0,9,3,15000.0,2,11.01,0.08,10.0,608,1,0
18999,30.0,0,1,198841.0,6,3,15000.0,5,13.92,0.08,9.0,671,1,0
19000,30.0,1,4,210935.0,8,3,15000.0,0,11.26,0.07,8.0,699,1,0
19001,29.0,1,1,241014.0,4,3,15000.0,0,10.37,0.06,5.0,639,1,0
19002,31.0,1,3,240814.0,8,3,15000.0,2,11.36,0.06,8.0,567,0,0
19003,28.0,0,1,240579.0,6,3,15000.0,5,11.72,0.06,10.0,599,1,0
19004,32.0,0,0,277107.0,9,3,15000.0,2,5.99,0.05,5.0,566,1,0
19005,33.0,0,4,37281.0,11,0,5000.0,3,11.01,0.13,9.0,677,1,0
19006,34.0,1,1,37054.0,11,3,14975.0,2,12.53,0.4,10.0,662,0,1
19007,30.0,1,1,36768.0,7,0,5100.0,1,7.9,0.14,8.0,674,0,0
19008,28.0,0,4,37209.0,6,3,14800.0,4,11.14,0.4,5.0,692,0,1
19009,32.0,1,0,60864.0,13,3,14800.0,3,10.83,0.24,5.0,642,0,0
19010,28.0,0,3,82573.0,4,3,14800.0,1,9.99,0.18,9.0,660,1,0
19011,30.0,0,3,51792.0,9,3,14750.0,0,11.01,0.28,7.0,672,0,1
19012,32.0,1,4,36804.0,11,0,10000.0,5,7.51,0.27,9.0,665,1,0
19013,34.0,0,1,37323.0,11,0,4300.0,0,7.9,0.12,5.0,613,1,0
19014,27.0,1,1,45320.0,4,3,14700.0,3,5.99,0.32,9.0,627,0,1
19015,27.0,1,3,36813.0,6,3,2000.0,1,11.49,0.05,8.0,666,0,0
19016,29.0,1,0,36799.0,6,3,2000.0,0,10.75,0.05,7.0,608,0,0
19017,28.0,0,3,37314.0,8,3,2000.0,4,12.42,0.05,6.0,645,0,0
19018,35.0,1,3,36524.0,14,0,3300.0,1,5.99,0.09,6.0,635,1,0
19019,31.0,0,3,40513.0,12,3,2000.0,0,5.79,0.05,5.0,675,1,0
19020,30.0,1,2,40657.0,9,3,2000.0,5,11.01,0.05,8.0,691,1,0
19021,31.0,0,3,48742.0,11,3,2000.0,3,10.37,0.04,7.0,650,1,0
19022,27.0,1,0,48890.0,5,3,2000.0,0,10.75,0.04,6.0,584,0,0
19023,27.0,0,3,62252.0,4,3,2000.0,2,7.74,0.03,6.0,642,0,0
19024,30.0,1,0,63029.0,8,3,2000.0,0,9.99,0.03,5.0,575,0,0
19025,29.0,1,1,63448.0,4,3,2000.0,0,13.72,0.03,6.0,650,1,0
19026,29.0,1,3,65768.0,10,3,2000.0,2,10.01,0.03,7.0,618,1,0
19027,31.0,0,0,60783.0,9,3,2000.0,4,5.42,0.03,8.0,671,0,1
19028,28.0,0,4,61191.0,5,3,2000.0,3,16.89,0.03,7.0,631,0,1
19029,32.0,0,0,36740.0,10,0,9000.0,5,5.42,0.24,9.0,686,1,0
19030,33.0,0,4,69949.0,9,3,2000.0,0,11.01,0.03,5.0,650,0,0
19031,35.0,1,3,72070.0,13,3,2000.0,0,13.48,0.03,7.0,734,1,0
19032,27.0,1,1,73246.0,6,3,2000.0,2,9.91,0.03,9.0,632,1,0
19033,28.0,1,1,73043.0,1,3,2000.0,1,11.01,0.03,6.0,695,1,0
19034,31.0,1,0,36768.0,9,0,5000.0,5,11.01,0.14,7.0,654,1,0
19035,28.0,1,1,65713.0,5,3,2000.0,3,14.42,0.03,7.0,576,0,1
19036,29.0,1,3,36786.0,6,0,4000.0,1,11.01,0.11,6.0,572,0,0
19037,30.0,1,4,37074.0,8,0,10000.0,5,6.99,0.27,5.0,573,1,0
19038,29.0,1,1,83159.0,4,3,2000.0,0,11.01,0.02,9.0,647,1,0
19039,30.0,0,1,83524.0,6,3,2000.0,3,6.17,0.02,10.0,694,0,0
19040,32.0,0,0,36870.0,7,0,7000.0,1,6.99,0.19,6.0,643,1,0
19041,27.0,0,1,83749.0,3,3,2000.0,3,6.99,0.02,5.0,530,1,0
19042,30.0,1,1,85099.0,5,3,2000.0,1,10.65,0.02,9.0,654,0,0
19043,35.0,0,1,37140.0,13,0,2975.0,0,5.99,0.08,5.0,658,0,0
19044,35.0,1,3,84956.0,14,3,2000.0,1,13.72,0.02,7.0,575,1,0
19045,31.0,0,1,36752.0,8,0,9450.0,4,8.49,0.26,8.0,589,0,0
19046,29.0,1,4,87246.0,11,3,2000.0,0,14.59,0.02,8.0,545,0,1
19047,35.0,1,1,96671.0,15,3,2000.0,5,12.99,0.02,9.0,680,1,0
19048,31.0,0,0,37163.0,2,0,4000.0,3,15.62,0.11,7.0,571,0,1
19049,34.0,0,0,96649.0,14,3,2000.0,4,10.36,0.02,7.0,689,0,0
19050,29.0,1,1,97337.0,6,3,2000.0,4,9.76,0.02,10.0,641,0,0
19051,27.0,1,3,102917.0,8,3,2000.0,0,14.22,0.02,9.0,674,0,0
19052,31.0,1,0,104039.0,7,3,2000.0,4,5.99,0.02,5.0,574,0,0
19053,29.0,1,1,123751.0,5,3,2000.0,2,8.88,0.02,7.0,702,0,0
19054,31.0,0,4,142825.0,9,3,2000.0,4,16.89,0.01,8.0,538,0,1
19055,34.0,0,4,37088.0,16,2,6000.0,3,7.29,0.16,9.0,662,1,0
19056,33.0,0,3,159672.0,10,3,2000.0,1,11.36,0.01,9.0,619,1,0
19057,35.0,1,3,36953.0,12,0,10000.0,2,13.43,0.27,7.0,615,0,1
19058,31.0,1,3,36738.0,8,3,2050.0,2,8.88,0.06,7.0,608,0,1
19059,29.0,1,1,72891.0,7,3,2075.0,4,15.23,0.03,7.0,601,1,0
19060,33.0,0,0,36781.0,12,2,5000.0,5,12.68,0.14,10.0,653,1,0
19061,30.0,1,4,14615.0,10,3,2100.0,3,6.76,0.14,6.0,691,0,1
19062,30.0,0,0,15690.0,9,3,2100.0,4,12.49,0.13,7.0,686,0,1
19063,33.0,0,0,18181.0,15,3,2100.0,5,15.21,0.12,10.0,647,0,1
19064,34.0,0,0,25937.0,8,3,2100.0,3,7.88,0.08,8.0,513,1,0
19065,29.0,1,0,38948.0,8,3,2100.0,4,11.01,0.05,6.0,596,1,0
19066,27.0,0,4,41101.0,9,3,2100.0,3,12.21,0.05,9.0,709,0,0
19067,29.0,1,1,37155.0,9,0,6000.0,5,5.79,0.16,8.0,572,1,0
19068,27.0,1,1,47555.0,4,3,2100.0,0,11.01,0.04,6.0,637,1,0
19069,32.0,1,4,63455.0,9,3,2100.0,3,11.01,0.03,7.0,576,1,0
19070,28.0,1,3,37122.0,8,0,3000.0,0,7.29,0.08,5.0,567,0,0
19071,33.0,1,4,36842.0,12,0,10000.0,2,5.79,0.27,6.0,713,0,0
19072,28.0,1,1,42746.0,3,3,2125.0,5,15.27,0.05,6.0,662,0,0
19073,28.0,1,3,25146.0,1,3,2150.0,3,10.37,0.09,6.0,594,1,0
19074,27.0,1,1,29932.0,5,3,2150.0,3,14.72,0.07,7.0,592,1,0
19075,34.0,0,4,37286.0,12,3,14000.0,4,8.9,0.38,7.0,640,0,1
19076,27.0,1,1,37752.0,4,3,14000.0,4,7.88,0.37,5.0,616,0,1
19077,30.0,0,1,40488.0,7,3,14000.0,5,7.29,0.35,10.0,602,0,1
19078,28.0,0,4,41496.0,4,3,14000.0,1,11.01,0.34,5.0,666,0,1
19079,27.0,0,1,43023.0,2,3,14000.0,4,14.27,0.33,8.0,622,0,1
19080,28.0,0,0,35634.0,4,3,14000.0,2,11.99,0.39,9.0,615,0,1
19081,34.0,1,4,44310.0,12,3,14000.0,0,7.51,0.32,6.0,683,0,1
19082,35.0,1,0,45528.0,14,3,14000.0,0,7.88,0.31,8.0,656,0,1
19083,30.0,1,1,48667.0,7,3,14000.0,3,12.73,0.29,8.0,621,0,1
19084,27.0,0,0,42209.0,2,3,14000.0,3,19.82,0.33,10.0,565,0,1
19085,28.0,1,0,49163.0,4,3,14000.0,4,11.89,0.28,5.0,590,0,1
19086,29.0,1,1,49235.0,6,3,14000.0,5,8.49,0.28,10.0,553,0,1
19087,28.0,0,1,36732.0,3,2,7500.0,2,12.98,0.2,8.0,581,1,0
19088,29.0,1,0,17871.0,8,3,2200.0,0,5.99,0.12,10.0,616,1,0
19089,29.0,0,1,19055.0,4,3,2200.0,4,13.48,0.12,10.0,704,0,1
19090,34.0,1,4,36594.0,13,0,14000.0,5,7.51,0.38,8.0,603,1,0
19091,29.0,1,1,21204.0,8,3,2200.0,2,9.32,0.1,5.0,613,0,1
19092,28.0,1,2,37160.0,4,0,3000.0,1,6.76,0.08,9.0,691,1,0
19093,31.0,0,4,36801.0,8,3,2200.0,3,7.49,0.06,10.0,651,1,0
19094,31.0,0,3,46881.0,9,3,2200.0,1,13.06,0.05,10.0,505,1,0
19095,35.0,0,1,49042.0,12,3,2200.0,3,11.01,0.04,10.0,623,0,0
19096,31.0,0,3,51205.0,10,3,2200.0,0,9.63,0.04,8.0,669,0,0
19097,27.0,1,1,48592.0,6,3,2200.0,3,11.01,0.05,8.0,692,0,1
19098,32.0,1,4,53457.0,6,3,2200.0,3,15.65,0.04,5.0,568,0,1
19099,30.0,0,4,64194.0,5,3,2200.0,3,10.99,0.03,8.0,577,1,0
19100,27.0,0,0,84899.0,1,3,2200.0,2,10.74,0.03,8.0,669,0,0
19101,30.0,0,0,36687.0,6,2,5000.0,4,7.14,0.14,7.0,577,1,0
19102,28.0,1,4,97259.0,9,3,2200.0,0,9.99,0.02,6.0,616,0,0
19103,28.0,1,3,36578.0,2,0,6000.0,3,13.98,0.16,8.0,652,1,0
19104,34.0,1,1,144951.0,15,3,2200.0,0,7.51,0.02,5.0,670,0,0
19105,27.0,1,4,19555.0,5,3,2250.0,2,18.25,0.12,6.0,647,0,1
19106,29.0,1,0,37179.0,11,0,5000.0,2,7.51,0.13,8.0,700,1,0
19107,28.0,1,3,22776.0,4,3,2250.0,3,8.49,0.1,9.0,671,1,0
19108,30.0,0,0,51362.0,6,3,2250.0,5,8.88,0.04,8.0,694,1,0
19109,27.0,1,1,58343.0,1,3,2250.0,0,11.01,0.04,7.0,598,1,0
19110,28.0,1,3,51570.0,6,3,2250.0,3,6.99,0.04,8.0,641,0,1
19111,33.0,1,1,36818.0,10,0,12000.0,5,7.14,0.33,5.0,682,0,0
19112,28.0,0,3,45286.0,7,3,2300.0,1,13.17,0.05,7.0,621,1,0
19113,30.0,0,0,47609.0,8,3,2300.0,3,8.59,0.05,8.0,634,1,0
19114,29.0,1,0,75343.0,6,3,2300.0,0,13.43,0.03,6.0,603,0,1
19115,32.0,1,3,72949.0,10,3,2375.0,3,11.83,0.03,7.0,635,0,0
19116,35.0,1,4,86139.0,12,3,2375.0,5,9.25,0.03,9.0,663,1,0
19117,34.0,0,1,37137.0,10,0,4650.0,3,11.01,0.13,8.0,641,0,0
19118,31.0,0,1,15283.0,6,3,2400.0,1,11.71,0.16,10.0,653,0,1
19119,28.0,0,4,15628.0,5,3,2400.0,4,12.68,0.15,8.0,666,0,1
19120,31.0,1,3,15847.0,10,3,2400.0,4,11.01,0.15,10.0,642,0,1
19121,27.0,1,4,22624.0,7,3,2400.0,3,10.65,0.11,6.0,647,1,0
19122,30.0,0,3,22922.0,12,3,2400.0,1,11.49,0.1,10.0,630,0,0
19123,34.0,0,3,22593.0,14,3,2400.0,3,14.79,0.11,10.0,653,0,0
19124,29.0,0,1,37140.0,6,0,6600.0,5,13.85,0.18,8.0,594,1,0
19125,29.0,1,1,36980.0,5,0,1600.0,0,10.25,0.04,9.0,596,1,0
19126,30.0,1,4,26609.0,5,3,2400.0,5,10.25,0.09,9.0,720,0,0
19127,31.0,0,1,28553.0,10,3,2400.0,2,8.49,0.08,8.0,632,0,1
19128,33.0,0,0,37392.0,13,0,12250.0,1,11.36,0.33,8.0,640,0,0
19129,30.0,1,4,37416.0,8,0,5000.0,5,11.01,0.13,10.0,593,1,0
19130,29.0,1,0,28994.0,10,3,2400.0,4,10.36,0.08,6.0,695,1,0
19131,34.0,1,0,29533.0,13,3,2400.0,4,13.11,0.08,5.0,658,0,0
19132,32.0,0,0,37198.0,10,0,6000.0,1,15.31,0.16,8.0,672,1,0
19133,33.0,0,3,37268.0,11,3,2400.0,5,9.91,0.06,5.0,680,0,0
19134,29.0,1,0,37251.0,5,0,6500.0,3,8.59,0.17,10.0,695,0,0
19135,28.0,1,1,36793.0,3,3,2400.0,4,9.25,0.07,6.0,682,1,0
19136,27.0,0,4,37277.0,4,2,5000.0,5,11.01,0.13,5.0,635,1,0
19137,31.0,1,4,38182.0,6,3,2400.0,0,13.47,0.06,5.0,678,0,0
19138,28.0,0,1,38473.0,4,3,2400.0,4,11.49,0.06,6.0,596,1,0
19139,30.0,0,3,38481.0,9,3,2400.0,3,16.49,0.06,6.0,604,1,0
19140,33.0,0,3,41310.0,12,3,2400.0,5,11.99,0.06,9.0,665,0,0
19141,31.0,1,0,41990.0,6,3,2400.0,3,12.21,0.06,5.0,625,1,0
19142,27.0,1,0,43264.0,2,3,2400.0,5,11.01,0.06,9.0,682,1,0
19143,30.0,1,4,35962.0,8,3,2400.0,3,17.93,0.07,7.0,663,0,1
19144,32.0,0,1,37150.0,12,2,3000.0,3,15.65,0.08,6.0,607,1,0
19145,27.0,1,3,36949.0,4,3,2400.0,3,17.49,0.06,10.0,605,0,1
19146,27.0,1,3,37379.0,4,3,2400.0,0,15.99,0.06,9.0,566,0,1
19147,28.0,1,1,45967.0,4,3,2400.0,4,7.66,0.05,5.0,549,1,0
19148,27.0,1,3,46980.0,6,3,2400.0,3,10.65,0.05,6.0,644,0,0
19149,30.0,1,0,47755.0,3,3,2400.0,0,10.99,0.05,7.0,663,0,0
19150,35.0,0,1,49095.0,15,3,2400.0,0,11.71,0.05,10.0,676,0,0
19151,31.0,0,0,49043.0,7,3,2400.0,3,11.01,0.05,9.0,654,1,0
19152,30.0,0,3,48796.0,8,3,2400.0,3,8.49,0.05,10.0,526,1,0
19153,30.0,0,3,41450.0,7,3,2400.0,3,15.57,0.06,5.0,571,0,1
19154,34.0,0,1,48998.0,9,3,2400.0,0,9.32,0.05,7.0,658,1,0
19155,28.0,1,0,43102.0,2,3,2400.0,0,7.29,0.06,9.0,591,0,1
19156,28.0,0,3,36903.0,8,0,10500.0,3,8.94,0.28,8.0,535,1,0
19157,34.0,1,4,37214.0,14,0,7300.0,1,9.32,0.2,9.0,691,1,0
19158,29.0,0,3,37228.0,7,0,8000.0,2,12.84,0.21,8.0,636,1,0
19159,32.0,1,1,51421.0,9,3,2400.0,4,9.62,0.05,7.0,654,0,0
19160,27.0,0,0,51135.0,5,3,2400.0,5,6.54,0.05,10.0,599,1,0
19161,31.0,0,1,53625.0,13,3,2400.0,3,14.35,0.04,5.0,652,1,0
19162,32.0,1,1,55276.0,8,3,2400.0,4,12.42,0.04,6.0,668,1,0
19163,29.0,1,0,55338.0,7,3,2400.0,3,11.01,0.04,6.0,659,1,0
19164,30.0,0,3,49689.0,9,3,2400.0,4,11.49,0.05,9.0,577,0,1
19165,34.0,1,3,58168.0,10,3,2400.0,5,13.22,0.04,5.0,547,1,0
19166,29.0,1,3,37010.0,8,0,1500.0,0,13.16,0.04,8.0,594,0,0
19167,34.0,0,4,51447.0,9,3,2400.0,0,13.8,0.05,10.0,639,0,1
19168,34.0,0,1,61109.0,10,3,2400.0,5,11.01,0.04,9.0,661,0,0
19169,34.0,0,0,61001.0,9,3,2400.0,1,13.49,0.04,9.0,636,1,0
19170,31.0,1,0,60583.0,7,3,2400.0,4,11.03,0.04,8.0,648,1,0
19171,30.0,0,3,64455.0,10,3,2400.0,4,9.62,0.04,7.0,517,1,0
19172,29.0,1,1,36818.0,8,0,15000.0,0,9.63,0.41,8.0,662,1,0
19173,27.0,1,0,72946.0,8,3,2400.0,5,7.49,0.03,6.0,650,1,0
19174,27.0,0,1,73287.0,3,3,2400.0,3,12.69,0.03,8.0,659,1,0
19175,28.0,1,0,36734.0,4,0,7500.0,0,11.78,0.2,7.0,642,1,0
19176,29.0,0,3,84511.0,6,3,2400.0,1,11.11,0.03,6.0,631,1,0
19177,28.0,0,1,84705.0,6,3,2400.0,2,10.65,0.03,7.0,544,1,0
19178,34.0,0,0,84752.0,16,3,2400.0,3,11.99,0.03,7.0,679,1,0
19179,34.0,0,3,87327.0,10,3,2400.0,3,13.16,0.03,8.0,665,1,0
19180,27.0,1,4,94255.0,2,3,2400.0,3,11.01,0.03,5.0,667,1,0
19181,30.0,1,4,99832.0,5,3,2400.0,5,8.9,0.02,5.0,631,1,0
19182,29.0,0,4,108843.0,2,3,2400.0,2,13.49,0.02,9.0,612,0,0
19183,31.0,1,0,94512.0,9,3,2425.0,3,5.42,0.03,10.0,623,1,0
19184,28.0,1,0,105034.0,3,3,2425.0,2,11.49,0.02,8.0,619,1,0
19185,31.0,1,3,36843.0,10,0,11225.0,0,13.62,0.3,6.0,620,0,1
19186,28.0,1,1,80279.0,5,3,2475.0,4,15.05,0.03,8.0,697,0,1
19187,30.0,0,1,36946.0,7,0,12000.0,1,10.59,0.32,6.0,633,1,0
19188,27.0,0,1,91875.0,5,3,2475.0,1,6.54,0.03,8.0,696,0,0
19189,35.0,0,4,13767.0,16,3,2500.0,1,14.84,0.18,5.0,669,0,1
19190,31.0,1,1,36854.0,8,2,11000.0,2,8.94,0.3,10.0,702,1,0
19191,29.0,0,4,65768.0,8,3,13575.0,2,11.71,0.21,10.0,565,0,1
19192,29.0,0,1,36952.0,7,0,1400.0,1,8.9,0.04,9.0,706,0,1
19193,27.0,0,1,45178.0,3,3,13500.0,3,10.78,0.3,6.0,671,0,1
19194,34.0,1,1,36893.0,11,0,18000.0,1,12.84,0.49,10.0,590,1,0
19195,29.0,1,4,37502.0,6,2,7000.0,5,6.99,0.19,10.0,660,0,0
19196,28.0,0,0,37550.0,1,2,5000.0,4,8.49,0.13,9.0,669,1,0
19197,29.0,1,1,78364.0,3,3,13500.0,0,7.49,0.17,8.0,620,1,0
